open_price,high_price,low_price,close_price,volume,start_time,end_time
64630.2,64634.2,64607.8,64626.2,2240274.7116000047,2024-08-01 03:51:04.466200,2024-08-01 03:52:04.466200
64624.6,64624.7,64607.0,64608.6,1159102.8686000055,2024-08-01 03:52:04.659600,2024-08-01 03:53:04.659600
64608.6,64617.2,64603.9,64611.1,1665327.4499000022,2024-08-01 03:53:05.851700,2024-08-01 03:54:05.851700
64611.2,64611.2,64555.0,64555.2,9976324.619799979,2024-08-01 03:54:06.233800,2024-08-01 03:55:06.233800
64555.1,64577.1,64555.0,64555.1,5672186.951400004,2024-08-01 03:55:06.365600,2024-08-01 03:56:06.365600
64555.0,64555.1,64503.5,64505.9,12579060.390599981,2024-08-01 03:56:06.514600,2024-08-01 03:57:06.514600
64506.2,64562.0,64366.1,64562.0,77174354.66160251,2024-08-01 03:57:06.679400,2024-08-01 03:58:06.679400
64562.0,64705.2,64547.7,64646.5,36347828.8248,2024-08-01 03:58:06.679800,2024-08-01 03:59:06.679800
64646.4,64646.4,64524.0,64553.6,8171146.312,2024-08-01 03:59:06.766800,2024-08-01 04:00:06.766800
64553.6,64621.0,64530.0,64560.3,4364466.0276000025,2024-08-01 04:00:06.868100,2024-08-01 04:01:06.868100
64560.4,64680.6,64560.3,64680.6,3924745.8575999956,2024-08-01 04:01:06.870300,2024-08-01 04:02:06.870300
64680.6,64693.0,64637.0,64639.1,4464367.400999997,2024-08-01 04:02:06.929800,2024-08-01 04:03:06.929800
64641.9,64690.1,64627.9,64647.0,2238106.9527,2024-08-01 04:03:07.065300,2024-08-01 04:04:07.065300
64647.0,64728.6,64647.0,64728.6,6151098.2618999975,2024-08-01 04:04:07.455200,2024-08-01 04:05:07.455200
64728.6,64783.7,64721.4,64741.6,5770252.77590001,2024-08-01 04:05:07.664100,2024-08-01 04:06:07.664100
64741.6,64757.9,64708.4,64755.9,1868536.358100001,2024-08-01 04:06:07.892400,2024-08-01 04:07:07.892400
64756.0,64760.0,64731.0,64743.4,1294641.744,2024-08-01 04:07:08.033300,2024-08-01 04:08:08.033300
64743.4,64774.4,64737.2,64764.8,2322954.8511999967,2024-08-01 04:08:08.541700,2024-08-01 04:09:08.541700
64765.1,64822.5,64765.0,64771.0,7470472.954399982,2024-08-01 04:09:09.022500,2024-08-01 04:10:09.022500
64770.9,64786.0,64741.9,64760.8,3528078.3091000025,2024-08-01 04:10:09.429300,2024-08-01 04:11:09.429300
64760.9,64761.0,64712.0,64745.5,6529464.388300006,2024-08-01 04:11:10.045000,2024-08-01 04:12:10.045000
64745.5,64745.5,64712.1,64712.1,975844.1714999998,2024-08-01 04:12:10.299700,2024-08-01 04:13:10.299700
64712.2,64715.5,64667.1,64680.1,2200146.481499999,2024-08-01 04:13:10.612700,2024-08-01 04:14:10.612700
64680.1,64688.6,64606.2,64626.5,4404969.599899988,2024-08-01 04:14:10.862800,2024-08-01 04:15:10.862800
64632.0,64633.0,64540.0,64540.0,4099590.572899997,2024-08-01 04:15:11.375300,2024-08-01 04:16:11.375300
64540.0,64542.0,64420.1,64430.9,18773930.905199986,2024-08-01 04:16:11.428700,2024-08-01 04:17:11.428700
64435.0,64435.5,64315.0,64386.3,28888302.194899965,2024-08-01 04:17:11.510000,2024-08-01 04:18:11.510000
64386.3,64487.9,64375.9,64426.0,8704754.678399993,2024-08-01 04:18:11.537700,2024-08-01 04:19:11.537700
64426.0,64470.8,64420.0,64450.0,3017981.549299998,2024-08-01 04:19:11.823300,2024-08-01 04:20:11.823300
64450.0,64570.8,64450.0,64550.1,7733020.023,2024-08-01 04:20:12.368700,2024-08-01 04:21:12.368700
64550.2,64628.9,64539.2,64594.5,4364628.239900006,2024-08-01 04:21:12.442700,2024-08-01 04:22:12.442700
64594.6,64610.7,64546.7,64550.7,3349668.312500002,2024-08-01 04:22:12.534700,2024-08-01 04:23:12.534700
64550.8,64570.1,64538.1,64543.6,1951433.1427000023,2024-08-01 04:23:12.730500,2024-08-01 04:24:12.730500
64543.7,64598.7,64536.8,64536.9,3539547.236300001,2024-08-01 04:24:12.910700,2024-08-01 04:25:12.910700
64536.8,64610.5,64536.8,64589.3,928637.6637999995,2024-08-01 04:25:13.017400,2024-08-01 04:26:13.017400
64589.2,64610.0,64565.3,64609.9,5811865.1712000035,2024-08-01 04:26:13.111600,2024-08-01 04:27:13.111600
64610.0,64678.4,64610.0,64676.0,4998112.362599996,2024-08-01 04:27:13.825900,2024-08-01 04:28:13.825900
64676.0,64679.5,64653.7,64668.6,3288522.1856000014,2024-08-01 04:28:14.148600,2024-08-01 04:29:14.148600
64668.6,64677.1,64612.5,64626.2,1795336.0696999994,2024-08-01 04:29:14.254500,2024-08-01 04:30:14.254500
64626.9,64657.0,64608.3,64609.2,2176256.5259000044,2024-08-01 04:30:14.593900,2024-08-01 04:31:14.593900
64609.1,64679.5,64600.0,64667.4,3050485.561300002,2024-08-01 04:31:14.988100,2024-08-01 04:32:14.988100
64667.3,64706.1,64663.4,64706.1,4377961.189600002,2024-08-01 04:32:15.268400,2024-08-01 04:33:15.268400
64706.1,64800.0,64706.0,64757.1,12178829.750300013,2024-08-01 04:33:15.357000,2024-08-01 04:34:15.357000
64757.2,64779.8,64700.0,64700.0,4635871.482700001,2024-08-01 04:34:15.505900,2024-08-01 04:35:15.505900
64700.1,64724.6,64650.0,64650.0,7736580.249700007,2024-08-01 04:35:16.695400,2024-08-01 04:36:16.695400
64650.0,64650.1,64580.0,64587.2,1918086.1522000018,2024-08-01 04:36:16.776100,2024-08-01 04:37:16.776100
64587.2,64594.8,64561.0,64561.1,1278759.5790000006,2024-08-01 04:37:17.085900,2024-08-01 04:38:17.085900
64561.3,64586.5,64546.0,64557.6,1763625.0523999983,2024-08-01 04:38:17.423500,2024-08-01 04:39:17.423500
64557.6,64566.7,64500.0,64520.9,2512867.723,2024-08-01 04:39:17.746600,2024-08-01 04:40:17.746600
64520.8,64616.5,64520.8,64616.5,5358949.8755,2024-08-01 04:40:17.817200,2024-08-01 04:41:17.817200
64616.5,64655.5,64592.6,64632.2,2541983.521400001,2024-08-01 04:41:17.952900,2024-08-01 04:42:17.952900
64632.1,64665.5,64626.8,64641.4,1957877.2687000027,2024-08-01 04:42:18.165600,2024-08-01 04:43:18.165600
64641.3,64641.4,64600.0,64600.0,4344837.341099997,2024-08-01 04:43:18.548600,2024-08-01 04:44:18.548600
64600.0,64632.9,64600.0,64600.0,676136.8473000007,2024-08-01 04:44:19.290300,2024-08-01 04:45:19.290300
64600.0,64622.0,64557.2,64557.2,9682998.56109999,2024-08-01 04:45:22.708200,2024-08-01 04:46:22.708200
64557.1,64570.5,64516.1,64530.5,2771612.3724999973,2024-08-01 04:46:23.156200,2024-08-01 04:47:23.156200
64530.5,64532.8,64511.3,64521.9,2311013.4979000012,2024-08-01 04:47:23.604000,2024-08-01 04:48:23.604000
64521.8,64521.8,64463.8,64500.6,3590692.557600001,2024-08-01 04:48:24.053500,2024-08-01 04:49:24.053500
64500.7,64512.8,64453.5,64465.6,7772530.427599994,2024-08-01 04:49:24.112100,2024-08-01 04:50:24.112100
64465.5,64483.5,64452.9,64473.6,2481996.988100002,2024-08-01 04:50:24.297900,2024-08-01 04:51:24.297900
64473.5,64473.5,64410.5,64423.8,4627666.691899995,2024-08-01 04:51:25.402100,2024-08-01 04:52:25.402100
64423.8,64446.5,64390.0,64446.5,4355992.743499995,2024-08-01 04:52:25.786200,2024-08-01 04:53:25.786200
64446.7,64482.2,64402.0,64402.0,5867715.382000004,2024-08-01 04:53:25.798800,2024-08-01 04:54:25.798800
64402.1,64424.2,64385.1,64400.0,3444649.792500002,2024-08-01 04:54:25.815100,2024-08-01 04:55:25.815100
64400.0,64450.0,64400.0,64449.9,2200015.6392,2024-08-01 04:55:26.142400,2024-08-01 04:56:26.142400
64450.0,64481.2,64441.0,64481.2,1023010.8571999996,2024-08-01 04:56:26.275700,2024-08-01 04:57:26.275700
64481.3,64545.3,64481.3,64539.4,2382415.2188000004,2024-08-01 04:57:26.415900,2024-08-01 04:58:26.415900
64540.1,64564.1,64530.0,64546.9,1832473.9170000001,2024-08-01 04:58:26.588100,2024-08-01 04:59:26.588100
64546.9,64546.9,64492.7,64492.7,2637604.3899000017,2024-08-01 04:59:26.656000,2024-08-01 05:00:26.656000
64492.7,64499.8,64449.5,64492.7,2211125.890500001,2024-08-01 05:00:27.516700,2024-08-01 05:01:27.516700
64492.7,64499.9,64436.2,64473.7,2239945.6226000004,2024-08-01 05:01:27.608400,2024-08-01 05:02:27.608400
64473.7,64473.7,64413.5,64429.2,4144531.7800000054,2024-08-01 05:02:27.732100,2024-08-01 05:03:27.732100
64429.1,64430.2,64390.0,64390.0,4742849.533500002,2024-08-01 05:03:27.873100,2024-08-01 05:04:27.873100
64389.6,64389.7,64305.6,64322.6,13565094.428800019,2024-08-01 05:04:27.901900,2024-08-01 05:05:27.901900
64322.7,64322.7,64111.0,64135.2,81691292.38739957,2024-08-01 05:05:28.048100,2024-08-01 05:06:28.048100
64135.3,64275.8,64100.0,64275.8,28756908.394899916,2024-08-01 05:06:28.145600,2024-08-01 05:07:28.145600
64275.8,64332.9,64253.5,64276.1,10082131.13519997,2024-08-01 05:07:28.165400,2024-08-01 05:08:28.165400
64276.1,64286.1,64171.3,64199.6,12019898.602000002,2024-08-01 05:08:28.739000,2024-08-01 05:09:28.739000
64199.6,64259.2,64199.6,64259.2,3735074.2707999973,2024-08-01 05:09:28.799900,2024-08-01 05:10:28.799900
64259.1,64330.0,64259.1,64320.0,4445399.409699998,2024-08-01 05:10:28.976100,2024-08-01 05:11:28.976100
64320.0,64348.0,64266.9,64266.9,4659690.5524,2024-08-01 05:11:28.997100,2024-08-01 05:12:28.997100
64265.6,64311.3,64262.1,64311.3,2745084.9584000027,2024-08-01 05:12:29.002600,2024-08-01 05:13:29.002600
64311.2,64343.0,64301.1,64324.0,2582391.707400004,2024-08-01 05:13:29.228600,2024-08-01 05:14:29.228600
64324.1,64436.3,64324.0,64348.5,13366964.634500071,2024-08-01 05:14:29.679000,2024-08-01 05:15:29.679000
64345.6,64358.2,64300.7,64320.8,2596631.907900002,2024-08-01 05:15:29.945800,2024-08-01 05:16:29.945800
64320.8,64330.0,64300.3,64300.8,1835569.6173999999,2024-08-01 05:16:30.577400,2024-08-01 05:17:30.577400
64300.9,64350.0,64300.9,64317.7,1636969.2119000016,2024-08-01 05:17:30.678300,2024-08-01 05:18:30.678300
64317.8,64429.1,64300.1,64350.1,24308035.34829982,2024-08-01 05:18:31.588500,2024-08-01 05:19:31.588500
64350.0,64409.5,64350.0,64409.5,2508372.2678999994,2024-08-01 05:19:31.763000,2024-08-01 05:20:31.763000
64409.5,64435.6,64326.5,64338.9,10945822.76400001,2024-08-01 05:20:31.918400,2024-08-01 05:21:31.918400
64339.0,64343.9,64297.5,64316.4,1562069.8168000004,2024-08-01 05:21:32.546800,2024-08-01 05:22:32.546800
64316.5,64316.5,64200.6,64204.2,7035224.476100003,2024-08-01 05:22:32.730700,2024-08-01 05:23:32.730700
64204.2,64240.0,64180.0,64195.9,11046858.572200019,2024-08-01 05:23:33.003200,2024-08-01 05:24:33.003200
64200.5,64206.4,64188.6,64188.7,1854337.9779000024,2024-08-01 05:24:33.244000,2024-08-01 05:25:33.244000
64188.7,64195.4,64117.9,64161.6,7895209.567300014,2024-08-01 05:25:33.433900,2024-08-01 05:26:33.433900
64161.6,64199.5,64126.9,64127.0,4155001.901299999,2024-08-01 05:26:33.535400,2024-08-01 05:27:33.535400
64127.0,64166.9,64120.0,64164.9,7038046.448399995,2024-08-01 05:27:33.982600,2024-08-01 05:28:33.982600
64164.9,64185.9,64153.8,64185.9,4489871.399999992,2024-08-01 05:28:34.274200,2024-08-01 05:29:34.274200
64185.9,64207.9,64167.9,64184.4,3404353.3934000162,2024-08-01 05:29:34.490100,2024-08-01 05:30:34.490100
64184.4,64221.3,64169.0,64208.4,8068645.209700002,2024-08-01 05:30:34.750000,2024-08-01 05:31:34.750000
64208.5,64227.3,64114.0,64128.1,6090240.856399999,2024-08-01 05:31:34.909900,2024-08-01 05:32:34.909900
64128.8,64128.8,64001.3,64001.3,37565989.595899925,2024-08-01 05:32:34.988100,2024-08-01 05:33:34.988100
64001.4,64038.5,63919.0,63919.0,53380221.02039993,2024-08-01 05:33:34.992700,2024-08-01 05:34:34.992700
63919.0,64008.6,63919.0,63942.1,27579857.98309995,2024-08-01 05:34:35.013700,2024-08-01 05:35:35.013700
63942.1,63945.9,63892.0,63902.3,30125062.182500023,2024-08-01 05:35:35.052500,2024-08-01 05:36:35.052500
63903.7,64017.9,63893.0,63989.0,12820043.239199977,2024-08-01 05:36:35.068400,2024-08-01 05:37:35.068400
63990.3,64059.7,63990.3,64015.0,14238193.50400003,2024-08-01 05:37:35.434600,2024-08-01 05:38:35.434600
64014.9,64069.6,64014.6,64046.2,7494639.286999996,2024-08-01 05:38:35.542000,2024-08-01 05:39:35.542000
64046.2,64141.8,64046.1,64109.3,9571930.152500033,2024-08-01 05:39:36.057600,2024-08-01 05:40:36.057600
64109.2,64158.9,64096.0,64151.5,7272842.215600018,2024-08-01 05:40:36.608200,2024-08-01 05:41:36.608200
64151.6,64201.0,64151.5,64199.9,7709740.562599997,2024-08-01 05:41:36.611900,2024-08-01 05:42:36.611900
64200.0,64201.0,64154.7,64192.0,3846176.9776000045,2024-08-01 05:42:36.946700,2024-08-01 05:43:36.946700
64192.0,64201.0,64178.0,64178.1,2316751.832900001,2024-08-01 05:43:37.470200,2024-08-01 05:44:37.470200
64178.1,64180.0,64100.1,64101.4,7729339.693399999,2024-08-01 05:44:37.477700,2024-08-01 05:45:37.477700
64101.4,64137.1,64091.6,64096.9,3252835.3782999995,2024-08-01 05:45:37.789300,2024-08-01 05:46:37.789300
64096.9,64187.9,64072.0,64187.8,5581197.818300004,2024-08-01 05:46:38.041300,2024-08-01 05:47:38.041300
64187.8,64240.0,64178.1,64191.9,8501931.659199996,2024-08-01 05:47:38.264200,2024-08-01 05:48:38.264200
64191.9,64192.0,64030.6,64030.7,4026275.7477999935,2024-08-01 05:48:38.374100,2024-08-01 05:49:38.374100
64030.6,64038.6,63968.2,64013.4,7811318.554500016,2024-08-01 05:49:38.960300,2024-08-01 05:50:38.960300
64013.4,64064.5,63957.4,63965.7,5160221.669699997,2024-08-01 05:50:39.285400,2024-08-01 05:51:39.285400
63965.8,64008.3,63920.0,63927.0,8720890.500399988,2024-08-01 05:51:39.300400,2024-08-01 05:52:39.300400
63926.9,63963.9,63920.0,63943.2,5630546.718900002,2024-08-01 05:52:39.568100,2024-08-01 05:53:39.568100
63943.2,63951.3,63881.1,63947.2,11730276.20530002,2024-08-01 05:53:40.002600,2024-08-01 05:54:40.002600
63947.2,63998.9,63916.0,63934.6,6521800.131100009,2024-08-01 05:54:40.042700,2024-08-01 05:55:40.042700
63934.6,63989.5,63934.5,63989.5,2733567.8591000014,2024-08-01 05:55:40.331000,2024-08-01 05:56:40.331000
63989.5,64083.7,63970.8,63988.7,6890570.228100004,2024-08-01 05:56:40.348600,2024-08-01 05:57:40.348600
63988.7,64066.2,63988.6,64019.0,3751718.814700001,2024-08-01 05:57:40.912400,2024-08-01 05:58:40.912400
64017.4,64030.7,63999.0,64030.6,1912751.3327000008,2024-08-01 05:58:40.976400,2024-08-01 05:59:40.976400
64030.6,64032.0,63932.1,64032.0,8045631.985699998,2024-08-01 05:59:41.440400,2024-08-01 06:00:41.440400
64031.9,64083.8,64010.8,64075.5,6136851.038499993,2024-08-01 06:00:41.530000,2024-08-01 06:01:41.530000
64075.5,64150.0,64075.5,64123.1,6783370.828699994,2024-08-01 06:01:41.532100,2024-08-01 06:02:41.532100
64124.1,64150.0,64060.1,64073.3,3549642.804099999,2024-08-01 06:02:41.989600,2024-08-01 06:03:41.989600
64073.3,64144.2,64073.3,64117.5,2474597.2173000006,2024-08-01 06:03:42.355500,2024-08-01 06:04:42.355500
64115.9,64144.1,64040.1,64106.1,5568880.289400004,2024-08-01 06:04:42.359600,2024-08-01 06:05:42.359600
64106.1,64130.4,64070.0,64100.8,1653391.624800001,2024-08-01 06:05:42.794500,2024-08-01 06:06:42.794500
64100.7,64100.8,64029.2,64077.0,1729284.7132999997,2024-08-01 06:06:42.883700,2024-08-01 06:07:42.883700
64077.0,64094.9,64051.2,64063.9,1939074.1487999998,2024-08-01 06:07:43.643200,2024-08-01 06:08:43.643200
64064.0,64098.6,64060.0,64069.8,1031867.2814999993,2024-08-01 06:08:45.481400,2024-08-01 06:09:45.481400
64069.8,64103.0,64056.1,64059.4,1261266.471999998,2024-08-01 06:09:46.721200,2024-08-01 06:10:46.721200
64059.4,64093.9,64046.0,64066.0,828630.1208000007,2024-08-01 06:10:48.101100,2024-08-01 06:11:48.101100
64064.7,64091.8,64023.0,64023.0,7391435.588399995,2024-08-01 06:11:49.138400,2024-08-01 06:12:49.138400
64023.1,64049.0,64000.0,64031.7,5493107.820899999,2024-08-01 06:12:49.278400,2024-08-01 06:13:49.278400
64031.7,64045.2,64010.9,64010.9,2250050.6439999985,2024-08-01 06:13:49.348900,2024-08-01 06:14:49.348900
64008.0,64029.7,63975.2,63987.3,4306117.280500001,2024-08-01 06:14:49.384700,2024-08-01 06:15:49.384700
63987.3,64000.6,63911.9,63922.6,8779059.719300011,2024-08-01 06:15:49.425100,2024-08-01 06:16:49.425100
63918.2,63938.4,63898.0,63927.0,5804154.978199986,2024-08-01 06:16:50.375000,2024-08-01 06:17:50.375000
63927.0,63966.0,63865.4,63931.9,12942147.219799979,2024-08-01 06:17:50.383700,2024-08-01 06:18:50.383700
63931.9,63938.4,63876.8,63900.7,4870827.0497999955,2024-08-01 06:18:51.009700,2024-08-01 06:19:51.009700
63900.7,63920.0,63893.2,63917.0,2366929.1264999993,2024-08-01 06:19:51.250700,2024-08-01 06:20:51.250700
63916.9,64019.6,63903.7,64019.5,5457347.338900002,2024-08-01 06:20:51.443700,2024-08-01 06:21:51.443700
64019.6,64029.9,64000.0,64003.5,2988588.1126000015,2024-08-01 06:21:51.544100,2024-08-01 06:22:51.544100
64003.6,64045.0,63991.7,63991.7,1588349.9388000022,2024-08-01 06:22:51.986400,2024-08-01 06:23:51.986400
63991.7,64036.8,63991.7,64020.3,1161089.6961999994,2024-08-01 06:23:52.178800,2024-08-01 06:24:52.178800
64020.3,64028.4,63996.0,64028.4,1756246.4426999984,2024-08-01 06:24:52.342900,2024-08-01 06:25:52.342900
64028.4,64086.4,64028.4,64066.1,4577790.7009000005,2024-08-01 06:25:52.389400,2024-08-01 06:26:52.389400
64066.1,64080.0,64059.6,64070.6,1690117.6316000016,2024-08-01 06:26:52.445300,2024-08-01 06:27:52.445300
64070.6,64099.8,64066.3,64088.2,3707383.5294999997,2024-08-01 06:27:52.961600,2024-08-01 06:28:52.961600
64088.2,64109.7,64081.8,64081.9,3927737.109000001,2024-08-01 06:28:53.672700,2024-08-01 06:29:53.672700
64081.8,64081.9,64022.3,64055.7,2753081.5127999983,2024-08-01 06:29:53.740700,2024-08-01 06:30:53.740700
64055.6,64105.9,64022.0,64022.0,2421782.5505000004,2024-08-01 06:30:55.652400,2024-08-01 06:31:55.652400
64022.0,64036.9,63931.5,63963.9,10782969.161800006,2024-08-01 06:31:55.733500,2024-08-01 06:32:55.733500
63963.9,64041.4,63936.0,63944.3,3774966.315600003,2024-08-01 06:32:55.806900,2024-08-01 06:33:55.806900
63944.4,64019.6,63944.4,64019.6,2356637.1991999997,2024-08-01 06:33:55.809200,2024-08-01 06:34:55.809200
64019.7,64046.0,63906.1,63914.0,6172034.551500008,2024-08-01 06:34:55.843200,2024-08-01 06:35:55.843200
63914.0,63944.6,63840.0,63871.9,15730571.787200034,2024-08-01 06:35:56.288900,2024-08-01 06:36:56.288900
63871.8,63904.9,63836.0,63843.7,6680805.460399998,2024-08-01 06:36:56.525900,2024-08-01 06:37:56.525900
63843.7,63951.0,63813.0,63917.2,12014458.17890007,2024-08-01 06:37:56.554700,2024-08-01 06:38:56.554700
63917.2,63917.2,63773.2,63822.7,18992801.33610011,2024-08-01 06:38:56.823600,2024-08-01 06:39:56.823600
63822.7,63859.9,63808.8,63839.1,5777342.197899999,2024-08-01 06:39:57.003500,2024-08-01 06:40:57.003500
63839.1,63839.1,63789.5,63807.5,5906834.930299998,2024-08-01 06:40:57.181500,2024-08-01 06:41:57.181500
63807.4,63963.7,63807.4,63912.9,8909492.932500005,2024-08-01 06:41:57.204200,2024-08-01 06:42:57.204200
63912.9,63932.1,63847.1,63851.1,3294868.193999997,2024-08-01 06:42:57.276900,2024-08-01 06:43:57.276900
63851.1,63864.0,63800.0,63806.7,3331617.795699999,2024-08-01 06:43:57.278500,2024-08-01 06:44:57.278500
63806.7,63905.9,63806.6,63895.1,5553088.247699991,2024-08-01 06:44:57.862500,2024-08-01 06:45:57.862500
63895.1,63897.0,63822.8,63825.0,2358203.6963000037,2024-08-01 06:45:57.931400,2024-08-01 06:46:57.931400
63823.0,63823.0,63787.4,63795.2,7303533.369600003,2024-08-01 06:46:58.022500,2024-08-01 06:47:58.022500
63795.1,63795.2,63713.0,63739.5,27820038.530400153,2024-08-01 06:47:58.050100,2024-08-01 06:48:58.050100
63739.5,63857.7,63722.2,63857.7,9464556.549699998,2024-08-01 06:48:58.430000,2024-08-01 06:49:58.430000
63857.7,63916.9,63838.5,63867.3,9734702.022799995,2024-08-01 06:49:58.843500,2024-08-01 06:50:58.843500
63867.3,63917.1,63867.3,63895.6,3532919.540000003,2024-08-01 06:50:58.988200,2024-08-01 06:51:58.988200
63895.7,63928.0,63866.0,63890.7,2528406.4396999963,2024-08-01 06:51:59.228300,2024-08-01 06:52:59.228300
63890.7,63999.0,63878.2,63984.3,9210029.568499997,2024-08-01 06:52:59.265800,2024-08-01 06:53:59.265800
63983.5,63999.0,63931.2,63971.9,3411162.218299998,2024-08-01 06:53:59.486700,2024-08-01 06:54:59.486700
63971.8,63988.9,63933.5,63933.6,3328351.695499998,2024-08-01 06:54:59.873000,2024-08-01 06:55:59.873000
63933.5,63983.1,63897.9,63972.1,3280948.9778000005,2024-08-01 06:55:59.917000,2024-08-01 06:56:59.917000
63972.1,63992.8,63972.0,63992.8,1372914.0702,2024-08-01 06:57:00.051100,2024-08-01 06:58:00.051100
63992.8,64031.5,63978.1,64016.5,5761658.419900004,2024-08-01 06:58:01.019000,2024-08-01 06:59:01.019000
64016.5,64033.8,64004.3,64013.2,3907571.726099997,2024-08-01 06:59:01.019300,2024-08-01 07:00:01.019300
64013.2,64021.0,63981.7,64012.5,2627414.893800005,2024-08-01 07:00:01.204800,2024-08-01 07:01:01.204800
64010.8,64023.5,64008.9,64022.8,2754783.1755999997,2024-08-01 07:01:01.378100,2024-08-01 07:02:01.378100
64022.8,64030.0,64010.2,64022.0,1849118.7651999986,2024-08-01 07:02:01.442100,2024-08-01 07:03:01.442100
64022.1,64037.2,64014.3,64014.4,1356652.377199998,2024-08-01 07:03:01.924800,2024-08-01 07:04:01.924800
64014.3,64061.9,64014.3,64027.3,3378232.3783000023,2024-08-01 07:04:02.023100,2024-08-01 07:05:02.023100
64027.3,64033.0,63976.6,63984.0,4475256.471400004,2024-08-01 07:05:02.160900,2024-08-01 07:06:02.160900
63984.1,63993.1,63928.9,63956.9,5023989.296299992,2024-08-01 07:06:02.201600,2024-08-01 07:07:02.201600
63956.9,63956.9,63906.0,63954.6,3584032.9607000006,2024-08-01 07:07:02.206700,2024-08-01 07:08:02.206700
63954.6,63967.9,63912.0,63932.6,1800570.7488000009,2024-08-01 07:08:02.244500,2024-08-01 07:09:02.244500
63932.9,63953.9,63900.0,63900.1,1525399.1373000003,2024-08-01 07:09:02.245000,2024-08-01 07:10:02.245000
63900.0,63939.3,63880.5,63939.3,1460943.6588000015,2024-08-01 07:10:02.431600,2024-08-01 07:11:02.431600
63939.4,63968.6,63926.0,63943.9,3779573.4118999974,2024-08-01 07:11:02.805200,2024-08-01 07:12:02.805200
63943.9,63965.9,63930.0,63930.1,1151117.5277,2024-08-01 07:12:03.487200,2024-08-01 07:13:03.487200
63930.1,63954.0,63913.3,63950.3,3324003.8951999983,2024-08-01 07:13:03.545200,2024-08-01 07:14:03.545200
63950.4,63982.2,63950.3,63974.9,1576139.4157999996,2024-08-01 07:14:03.710800,2024-08-01 07:15:03.710800
63974.9,64003.4,63974.9,64002.6,2209529.7688,2024-08-01 07:15:04.020500,2024-08-01 07:16:04.020500
64002.6,64027.5,64002.5,64010.1,1261007.2737999996,2024-08-01 07:16:05.721300,2024-08-01 07:17:05.721300
64010.0,64024.2,64010.0,64020.0,1132401.7333000007,2024-08-01 07:17:06.497200,2024-08-01 07:18:06.497200
64020.0,64020.0,64005.1,64020.0,1570529.6021000007,2024-08-01 07:18:06.511600,2024-08-01 07:19:06.511600
64020.0,64027.2,64010.1,64018.7,1968022.0018,2024-08-01 07:19:06.792900,2024-08-01 07:20:06.792900
64018.8,64030.4,64018.8,64030.4,1182693.9951000002,2024-08-01 07:20:06.799500,2024-08-01 07:21:06.799500
64030.4,64045.2,64015.1,64024.2,4745249.2135999985,2024-08-01 07:21:07.398300,2024-08-01 07:22:07.398300
