timestamp,open,high,low,close,volume
2024-08-01 00:00:00,64615.9,64660.0,64588.0,64623.4,20413273.2224
2024-08-01 00:01:00,64618.7,64666.5,64606.6,64650.2,8310686.7784
2024-08-01 00:02:00,64650.2,64685.8,64606.6,64606.7,7318498.7662
2024-08-01 00:03:00,64606.7,64680.4,64606.7,64678.7,4831900.803
2024-08-01 00:04:00,64671.9,64693.4,64657.1,64660.2,4165086.9714
2024-08-01 00:05:00,64660.3,64731.3,64660.3,64731.2,5057243.3936
2024-08-01 00:06:00,64731.3,64763.1,64714.2,64763.1,18566126.2566
2024-08-01 00:07:00,64763.5,64777.8,64715.0,64715.9,7989821.1566
2024-08-01 00:08:00,64715.9,64733.0,64650.0,64702.0,10650683.9804
2024-08-01 00:09:00,64702.1,64758.0,64700.0,64758.0,1446356.6676
2024-08-01 00:10:00,64758.0,64785.2,64743.0,64766.0,4012605.6988
2024-08-01 00:11:00,64765.9,64765.9,64710.0,64711.4,3264686.9292
2024-08-01 00:12:00,64711.4,64711.4,64623.0,64623.0,2762826.393
2024-08-01 00:13:00,64623.0,64631.1,64600.0,64602.3,3855280.7618
2024-08-01 00:14:00,64602.2,64636.6,64602.2,64636.6,10743114.1204
2024-08-01 00:15:00,64637.4,64696.4,64619.1,64685.7,5430279.0162
2024-08-01 00:16:00,64685.7,64744.3,64677.8,64715.0,4502732.475
2024-08-01 00:17:00,64715.0,64715.0,64640.0,64650.2,4504765.4814
2024-08-01 00:18:00,64654.8,64676.6,64612.0,64623.9,2470063.6722
2024-08-01 00:19:00,64623.9,64650.0,64612.8,64649.9,2488259.0291999998
2024-08-01 00:20:00,64649.9,64666.0,64630.0,64640.1,2442730.2302
2024-08-01 00:21:00,64640.1,64640.1,64607.8,64614.4,4172702.731
2024-08-01 00:22:00,64614.3,64626.2,64607.0,64608.6,2594544.7108
2024-08-01 00:23:00,64608.6,64617.2,64603.9,64606.4,3078804.2652
2024-08-01 00:24:00,64606.4,64612.8,64555.0,64569.3,19752648.5788
2024-08-01 00:25:00,64562.1,64577.1,64555.0,64555.1,9695916.8184
2024-08-01 00:26:00,64555.0,64556.1,64513.4,64513.6,21635485.1806
2024-08-01 00:27:00,64513.5,64534.7,64366.1,64533.2,153818657.4528
2024-08-01 00:28:00,64533.1,64705.2,64527.8,64650.2,77371986.4508
2024-08-01 00:29:00,64650.2,64663.3,64541.0,64541.0,14354211.773599999
2024-08-01 00:30:00,64541.0,64621.0,64524.0,64572.1,11648769.705
2024-08-01 00:31:00,64572.1,64680.6,64560.3,64664.2,8037226.9704
2024-08-01 00:32:00,64664.2,64693.0,64657.6,64680.0,7762768.2202
2024-08-01 00:33:00,64680.0,64690.1,64627.9,64643.3,5750034.7078
2024-08-01 00:34:00,64643.3,64715.4,64643.3,64715.4,11970563.6094
2024-08-01 00:35:00,64715.4,64783.7,64715.3,64776.1,9042941.2202
2024-08-01 00:36:00,64774.2,64774.3,64708.4,64744.0,6640190.8924
2024-08-01 00:37:00,64744.0,64760.0,64731.0,64750.0,2511714.9312
2024-08-01 00:38:00,64749.9,64774.4,64737.2,64761.5,4487818.232
2024-08-01 00:39:00,64761.5,64822.5,64761.5,64796.9,14230915.3788
2024-08-01 00:40:00,64796.8,64796.9,64747.7,64749.9,6232258.1892
2024-08-01 00:41:00,64748.5,64760.9,64712.0,64747.0,14663620.6976
2024-08-01 00:42:00,64747.7,64761.0,64712.1,64712.1,2210174.6112
2024-08-01 00:43:00,64712.2,64715.5,64667.9,64667.9,3748649.4496
2024-08-01 00:44:00,64667.2,64688.6,64606.2,64624.3,8616287.1138
2024-08-01 00:45:00,64624.3,64633.0,64542.7,64542.8,8131174.298
2024-08-01 00:46:00,64542.8,64542.8,64435.6,64460.1,26729127.5146
2024-08-01 00:47:00,64460.2,64460.2,64333.0,64366.5,52336796.9446
2024-08-01 00:48:00,64366.5,64487.9,64315.0,64458.0,30609880.6724
2024-08-01 00:49:00,64453.9,64470.8,64409.1,64455.3,9653943.6222
2024-08-01 00:50:00,64455.3,64522.0,64450.0,64504.8,11136354.9138
2024-08-01 00:51:00,64504.7,64628.9,64504.7,64626.0,12048232.7684
2024-08-01 00:52:00,64626.1,64626.1,64558.6,64569.9,4345269.35
2024-08-01 00:53:00,64569.9,64570.1,64540.0,64548.3,5412319.3176
2024-08-01 00:54:00,64548.3,64598.7,64538.1,64591.0,8824103.8942
2024-08-01 00:55:00,64590.9,64610.5,64536.8,64597.8,2310292.6942000003
2024-08-01 00:56:00,64594.6,64594.8,64565.3,64591.5,11332888.4308
2024-08-01 00:57:00,64593.9,64673.1,64593.9,64664.2,8476844.6416
2024-08-01 00:58:00,64665.9,64679.5,64649.5,64666.0,8124637.8528
2024-08-01 00:59:00,64666.1,64677.1,64630.0,64630.4,2883398.7103999997
2024-08-01 01:00:00,64630.4,64657.0,64609.2,64622.1,3253678.9702
2024-08-01 01:01:00,64622.1,64673.1,64600.0,64665.7,6556145.6248
2024-08-01 01:02:00,64670.7,64698.0,64663.4,64678.5,7508581.6966
2024-08-01 01:03:00,64678.4,64798.8,64674.1,64792.2,23306154.7108
2024-08-01 01:04:00,64792.1,64800.0,64717.4,64730.2,12271441.508
2024-08-01 01:05:00,64730.2,64730.3,64700.0,64706.6,4792823.8658
2024-08-01 01:06:00,64707.8,64707.9,64603.8,64610.2,14996194.2052
2024-08-01 01:07:00,64610.1,64610.2,64561.1,64583.3,2438288.317
2024-08-01 01:08:00,64582.1,64586.5,64550.0,64579.2,3397865.62
2024-08-01 01:09:00,64579.1,64579.1,64534.3,64534.4,3140120.7226
2024-08-01 01:10:00,64534.3,64571.7,64500.0,64535.0,7175339.7762
2024-08-01 01:11:00,64535.0,64630.4,64535.0,64630.4,9121337.2946
2024-08-01 01:12:00,64630.5,64655.5,64626.8,64655.0,4748325.4908
2024-08-01 01:13:00,64655.0,64665.5,64600.0,64602.8,8148857.041
2024-08-01 01:14:00,64602.8,64632.9,64600.0,64612.8,3047779.0626000003
2024-08-01 01:15:00,64612.7,64622.0,64590.0,64605.9,14562863.3454
2024-08-01 01:16:00,64603.8,64603.8,64516.1,64562.5,9421764.1986
2024-08-01 01:17:00,64562.6,64562.6,64511.3,64511.3,3140930.4082
2024-08-01 01:18:00,64511.3,64532.8,64463.8,64491.2,7619716.466
2024-08-01 01:19:00,64491.1,64512.8,64480.0,64494.6,14273805.4858
2024-08-01 01:20:00,64499.9,64499.9,64453.5,64469.1,6095575.125
2024-08-01 01:21:00,64469.1,64473.6,64413.8,64436.1,7531291.2758
2024-08-01 01:22:00,64437.1,64450.0,64390.0,64390.1,8455243.6654
2024-08-01 01:23:00,64390.0,64482.2,64390.0,64446.2,13814715.9202
2024-08-01 01:24:00,64446.3,64460.4,64385.1,64412.3,8037237.7408
2024-08-01 01:25:00,64412.0,64438.4,64400.0,64427.8,3273017.3422
2024-08-01 01:26:00,64427.8,64459.0,64416.9,64452.9,3466066.803
2024-08-01 01:27:00,64452.9,64501.4,64442.8,64491.8,2326305.364
2024-08-01 01:28:00,64491.1,64557.7,64491.1,64557.7,4298499.6604
2024-08-01 01:29:00,64557.7,64564.1,64520.7,64532.1,5675452.2766
2024-08-01 01:30:00,64532.2,64532.2,64480.0,64481.3,4301313.3768
2024-08-01 01:31:00,64481.3,64499.9,64436.2,64444.9,3701588.7968
2024-08-01 01:32:00,64444.9,64477.1,64430.1,64438.3,7223851.4072
2024-08-01 01:33:00,64438.1,64447.7,64400.0,64400.0,5969701.175
2024-08-01 01:34:00,64400.0,64416.4,64330.0,64363.1,16270679.761
2024-08-01 01:35:00,64363.1,64376.0,64141.0,64141.1,144054819.6644
2024-08-01 01:36:00,64141.1,64198.7,64100.0,64150.8,68195109.7404
2024-08-01 01:37:00,64150.8,64332.9,64130.0,64308.2,40057979.7742
2024-08-01 01:38:00,64308.1,64308.1,64234.1,64286.1,16521446.151
2024-08-01 01:39:00,64286.0,64286.1,64171.3,64219.9,18841099.0964
2024-08-01 01:40:00,64220.0,64320.0,64220.0,64319.9,9481237.4214
2024-08-01 01:41:00,64320.0,64346.0,64301.3,64346.0,6023248.1636
2024-08-01 01:42:00,64346.0,64348.0,64262.1,64299.1,9762760.6644
2024-08-01 01:43:00,64299.9,64343.0,64296.6,64315.6,4248412.585
2024-08-01 01:44:00,64315.6,64436.3,64301.1,64404.3,27168713.5788
2024-08-01 01:45:00,64404.2,64406.8,64334.5,64343.6,4527227.534
2024-08-01 01:46:00,64343.7,64343.7,64300.7,64320.0,4463463.773
2024-08-01 01:47:00,64320.0,64330.0,64300.3,64330.0,3172937.7562
2024-08-01 01:48:00,64329.9,64350.0,64300.1,64307.2,4282718.8938
2024-08-01 01:49:00,64310.0,64429.1,64310.0,64370.8,48572229.2016
2024-08-01 01:50:00,64370.8,64435.6,64350.0,64365.9,23322479.1476
2024-08-01 01:51:00,64365.9,64365.9,64326.5,64335.5,2218383.908
2024-08-01 01:52:00,64335.5,64337.4,64270.7,64273.7,6975462.0846
2024-08-01 01:53:00,64273.6,64273.6,64200.6,64224.6,18270557.4514
2024-08-01 01:54:00,64224.6,64224.8,64180.0,64201.3,14911665.9152
2024-08-01 01:55:00,64201.4,64201.4,64176.8,64177.7,4822141.4752
2024-08-01 01:56:00,64177.7,64199.5,64117.9,64157.1,18363311.4806
2024-08-01 01:57:00,64156.2,64189.5,64126.9,64130.3,5139912.5104
2024-08-01 01:58:00,64130.3,64168.6,64120.0,64156.7,15584176.5716
2024-08-01 01:59:00,64156.6,64207.9,64153.8,64186.1,8694156.0842
2024-08-01 02:00:00,64186.1,64221.3,64167.9,64215.0,12650486.6052
2024-08-01 02:01:00,64215.0,64227.3,64169.0,64189.3,12454737.031200001
2024-08-01 02:02:00,64189.3,64189.3,64100.0,64100.0,34501713.322
2024-08-01 02:03:00,64100.0,64100.1,63961.4,63980.6,111432749.1696
2024-08-01 02:04:00,63980.5,64038.5,63919.0,64008.5,63614720.1086
2024-08-01 02:05:00,64008.6,64008.6,63900.0,63908.3,56305656.3584
2024-08-01 02:06:00,63908.3,63941.2,63892.0,63930.9,46395848.064
2024-08-01 02:07:00,63931.0,64047.6,63916.5,64016.0,37407934.3714
2024-08-01 02:08:00,64016.1,64062.7,64010.5,64062.6,17827645.5056
2024-08-01 02:09:00,64062.7,64075.0,64025.0,64074.9,8976237.7218
2024-08-01 02:10:00,64075.0,64141.8,64065.0,64130.2,19775282.889
2024-08-01 02:11:00,64130.2,64197.9,64119.5,64197.6,19112615.3742
2024-08-01 02:12:00,64197.6,64201.0,64171.6,64184.9,11005703.8562
2024-08-01 02:13:00,64184.9,64201.0,64154.7,64190.0,6156223.4304
2024-08-01 02:14:00,64190.0,64194.6,64166.2,64176.0,4366408.8792
2024-08-01 02:15:00,64176.0,64180.0,64100.0,64116.6,16056685.6496
2024-08-01 02:16:00,64112.0,64137.1,64072.0,64113.0,6034126.8964
2024-08-01 02:17:00,64113.0,64206.7,64113.0,64204.9,15843822.8178
2024-08-01 02:18:00,64205.0,64240.0,64127.7,64127.8,12153390.2622
2024-08-01 02:19:00,64127.7,64132.4,63968.2,63986.1,13395912.7712
2024-08-01 02:20:00,63986.0,64042.8,63976.1,64042.8,11424220.748
2024-08-01 02:21:00,64042.8,64064.5,63957.4,63986.2,9049524.363
2024-08-01 02:22:00,63986.1,64003.9,63920.0,63920.1,18444230.5258
2024-08-01 02:23:00,63920.1,63957.2,63886.1,63886.1,20499859.0846
2024-08-01 02:24:00,63886.1,63996.7,63881.1,63996.6,17871622.2734
2024-08-01 02:25:00,63996.6,63998.9,63916.0,63979.3,9242632.3674
2024-08-01 02:26:00,63979.9,64083.7,63951.5,64075.1,9083149.2566
2024-08-01 02:27:00,64078.6,64078.6,63970.8,63997.9,9443605.7992
2024-08-01 02:28:00,63997.9,64066.2,63997.9,63999.0,6038513.663
2024-08-01 02:29:00,63999.1,64031.4,63999.0,64001.1,6278897.9568
2024-08-01 02:30:00,64001.1,64083.8,63932.1,64073.0,19539526.256
2024-08-01 02:31:00,64073.0,64128.3,64010.8,64128.3,13337645.8378
2024-08-01 02:32:00,64128.2,64150.0,64107.2,64147.4,7662031.4524
2024-08-01 02:33:00,64147.3,64147.4,64060.1,64103.9,7043407.197
2024-08-01 02:34:00,64103.9,64144.2,64103.8,64136.9,4558092.4578
2024-08-01 02:35:00,64136.9,64137.0,64040.1,64118.2,10473573.8264
2024-08-01 02:36:00,64117.5,64130.4,64068.7,64086.8,3664988.8466000003
